ID da Ordem,Etapa,Modificado por,SLA,Data Início Execução,Data Final Execução,Prazo Máximo,Duração Total,Duração Útil,Status SLA,Excedido Total (min),Excedido Útil (min),Data do Evento,Código do Status
1601378,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:22,03/04/2025 16:22,-,0.0 dias,-,-,-,-,2025-04-03 16:22:00,
1601378,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:22,-,-,-,-,-,-,-,2025-04-03 16:22:00,
1601380,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:27,01/04/2025 04:34,-,0.25 dias,-,-,-,-,2025-03-31 22:27:00,
1601380,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:34,01/04/2025 04:34,-,0.0 dias,-,-,-,-,2025-04-01 04:34:00,
1601380,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:34,01/04/2025 11:54,-,0.31 dias,-,-,-,-,2025-04-01 04:34:00,
1601380,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:48,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601380,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:48,01/04/2025 17:48,-,0.0 dias,-,-,-,-,2025-04-01 17:48:00,
1601380,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:48,02/04/2025 16:45,-,0.96 dias,-,-,-,-,2025-04-01 17:48:00,
1601380,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:23,-,0.98 dias,-,-,-,-,2025-04-02 16:45:00,
1601380,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:23,03/04/2025 16:23,-,0.0 dias,-,-,-,-,2025-04-03 16:23:00,
1601380,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:23,-,-,-,-,-,-,-,2025-04-03 16:23:00,
1601382,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:28,01/04/2025 04:34,-,0.25 dias,-,-,-,-,2025-03-31 22:28:00,
1601382,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:34,01/04/2025 04:35,-,0.0 dias,-,-,-,-,2025-04-01 04:34:00,
1601382,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:35,01/04/2025 11:55,-,0.31 dias,-,-,-,-,2025-04-01 04:35:00,
1601382,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:55,01/04/2025 17:48,-,0.25 dias,-,-,-,-,2025-04-01 11:55:00,
1601382,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:48,01/04/2025 17:49,-,0.0 dias,-,-,-,-,2025-04-01 17:48:00,
1601382,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:49,02/04/2025 16:45,-,0.96 dias,-,-,-,-,2025-04-01 17:49:00,
1601382,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:23,-,0.98 dias,-,-,-,-,2025-04-02 16:45:00,
1601382,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:23,03/04/2025 16:24,-,0.0 dias,-,-,-,-,2025-04-03 16:23:00,
1601382,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:24,-,-,-,-,-,-,-,2025-04-03 16:24:00,
1601384,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:28,01/04/2025 04:35,-,0.25 dias,-,-,-,-,2025-03-31 22:28:00,
1601384,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:35,01/04/2025 04:36,-,0.0 dias,-,-,-,-,2025-04-01 04:35:00,
1601384,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 04:36,-,-,-,-,-,-,-,2025-04-01 04:36:00,
1601386,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:28,01/04/2025 04:36,-,0.26 dias,-,-,-,-,2025-03-31 22:28:00,
1601386,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:36,01/04/2025 04:36,-,0.0 dias,-,-,-,-,2025-04-01 04:36:00,
1601386,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:36,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:36:00,
1601386,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:49,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601386,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:49,01/04/2025 17:50,-,0.0 dias,-,-,-,-,2025-04-01 17:49:00,
1601386,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:50,02/04/2025 16:45,-,0.96 dias,-,-,-,-,2025-04-01 17:50:00,
1601386,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:24,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601386,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:24,03/04/2025 16:25,-,0.0 dias,-,-,-,-,2025-04-03 16:24:00,
1601386,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:25,10/05/2025 20:04,-,37.15 dias,-,-,-,-,2025-04-03 16:25:00,
1601386,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,10/05/2025 20:04,10/05/2025 20:05,-,0.0 dias,-,-,-,-,2025-05-10 20:04:00,
1601386,Enviado para o RM (Integração),integracao-projetoisp,-,10/05/2025 20:05,10/05/2025 20:05,-,0.0 dias,-,-,-,-,2025-05-10 20:05:00,
1601386,Contrato Ativo,integracao-projetoisp,-,10/05/2025 20:05,12/05/2025 11:47,-,1.65 dias,-,-,-,-,2025-05-10 20:05:00,
1601386,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,12/05/2025 11:47,-,-,-,-,-,-,-,2025-05-12 11:47:00,
1601388,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:29,01/04/2025 04:37,-,0.26 dias,-,-,-,-,2025-03-31 22:29:00,
1601388,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:37,01/04/2025 04:37,-,0.0 dias,-,-,-,-,2025-04-01 04:37:00,
1601388,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:37,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:37:00,
1601388,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:50,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601388,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:50,01/04/2025 17:51,-,0.0 dias,-,-,-,-,2025-04-01 17:50:00,
1601388,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:51,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:51:00,
1601388,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:24,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601388,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:24,03/04/2025 16:25,-,0.0 dias,-,-,-,-,2025-04-03 16:24:00,
1601388,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:25,-,-,-,-,-,-,-,2025-04-03 16:25:00,
1863533,Aguardando Verificação/Aprovação (NAVA),-,-,30/07/2025 12:42,30/07/2025 12:55,-,0.01 dias,-,-,-,-,2025-07-30 12:42:00,
1863533,Enviado para o RM (Integração),integracao-projetoisp,-,30/07/2025 12:55,30/07/2025 12:55,-,0.0 dias,-,-,-,-,2025-07-30 12:55:00,
1863533,Contrato Ativo,integracao-projetoisp,-,30/07/2025 12:55,-,-,-,-,-,-,-,2025-07-30 12:55:00,
1601390,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:29,01/04/2025 04:37,-,0.26 dias,-,-,-,-,2025-03-31 22:29:00,
1601390,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:37,01/04/2025 04:38,-,0.0 dias,-,-,-,-,2025-04-01 04:37:00,
1601390,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 04:38,-,-,-,-,-,-,-,2025-04-01 04:38:00,
1863535,Aguardando Verificação/Aprovação (NAVA),-,-,30/07/2025 12:43,30/07/2025 12:54,-,0.01 dias,-,-,-,-,2025-07-30 12:43:00,
1863535,Enviado para o RM (Integração),integracao-projetoisp,-,30/07/2025 12:54,30/07/2025 12:54,-,0.0 dias,-,-,-,-,2025-07-30 12:54:00,
1863535,Contrato Ativo,integracao-projetoisp,-,30/07/2025 12:54,30/07/2025 14:45,-,0.08 dias,-,-,-,-,2025-07-30 12:54:00,
1863535,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,30/07/2025 14:45,30/07/2025 14:47,-,0.0 dias,-,-,-,-,2025-07-30 14:45:00,
1863535,Enviado para o RM (Integração),integracao-projetoisp,-,30/07/2025 14:47,30/07/2025 14:48,-,0.0 dias,-,-,-,-,2025-07-30 14:47:00,
1863535,Contrato Ativo,integracao-projetoisp,-,30/07/2025 14:48,-,-,-,-,-,-,-,2025-07-30 14:48:00,
1601392,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:29,01/04/2025 04:38,-,0.26 dias,-,-,-,-,2025-03-31 22:29:00,
1601392,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:38,01/04/2025 04:38,-,0.0 dias,-,-,-,-,2025-04-01 04:38:00,
1601392,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:38,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:38:00,
1601392,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:51,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601392,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:51,01/04/2025 17:51,-,0.0 dias,-,-,-,-,2025-04-01 17:51:00,
1601392,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:51,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:51:00,
1601392,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:25,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601392,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:25,03/04/2025 16:26,-,0.0 dias,-,-,-,-,2025-04-03 16:25:00,
1601392,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:26,22/07/2025 15:13,-,109.95 dias,-,-,-,-,2025-04-03 16:26:00,
1601392,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,22/07/2025 15:13,22/07/2025 15:16,-,0.0 dias,-,-,-,-,2025-07-22 15:13:00,
1601392,Contratos Encerrados,thais.roberta@nava.com.br,-,22/07/2025 15:16,-,-,-,-,-,-,-,2025-07-22 15:16:00,
1601394,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:30,01/04/2025 04:39,-,0.26 dias,-,-,-,-,2025-03-31 22:30:00,
1601394,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:39,01/04/2025 04:39,-,0.0 dias,-,-,-,-,2025-04-01 04:39:00,
1601394,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:39,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:39:00,
1601394,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:52,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601394,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:52,01/04/2025 17:52,-,0.0 dias,-,-,-,-,2025-04-01 17:52:00,
1601394,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:52,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:52:00,
1601394,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:26,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601394,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:26,03/04/2025 16:27,-,0.0 dias,-,-,-,-,2025-04-03 16:26:00,
1601394,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:27,-,-,-,-,-,-,-,2025-04-03 16:27:00,
1601396,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:30,01/04/2025 04:39,-,0.26 dias,-,-,-,-,2025-03-31 22:30:00,
1601396,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:39,01/04/2025 04:40,-,0.0 dias,-,-,-,-,2025-04-01 04:39:00,
1601396,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:40,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:40:00,
1601396,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:52,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601396,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:52,01/04/2025 17:53,-,0.0 dias,-,-,-,-,2025-04-01 17:52:00,
1601396,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:53,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:53:00,
1601396,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:26,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601396,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:26,03/04/2025 16:27,-,0.0 dias,-,-,-,-,2025-04-03 16:26:00,
1601396,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:27,-,-,-,-,-,-,-,2025-04-03 16:27:00,
1601399,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:30,01/04/2025 04:40,-,0.26 dias,-,-,-,-,2025-03-31 22:30:00,
1601399,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:40,01/04/2025 04:41,-,0.0 dias,-,-,-,-,2025-04-01 04:40:00,
1601399,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 04:41,-,-,-,-,-,-,-,2025-04-01 04:41:00,
1601401,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:31,01/04/2025 04:41,-,0.26 dias,-,-,-,-,2025-03-31 22:31:00,
1601401,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:41,01/04/2025 04:42,-,0.0 dias,-,-,-,-,2025-04-01 04:41:00,
1601401,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 04:42,11/07/2025 17:03,-,101.52 dias,-,-,-,-,2025-04-01 04:42:00,
1601401,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,11/07/2025 17:03,11/07/2025 17:04,-,0.0 dias,-,-,-,-,2025-07-11 17:03:00,
1601401,Enviado para o RM (Integração),integracao-projetoisp,-,11/07/2025 17:04,11/07/2025 17:04,-,0.0 dias,-,-,-,-,2025-07-11 17:04:00,
1601401,Contrato Ativo,integracao-projetoisp,-,11/07/2025 17:04,-,-,-,-,-,-,-,2025-07-11 17:04:00,
1601403,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:31,01/04/2025 04:42,-,0.26 dias,-,-,-,-,2025-03-31 22:31:00,
1601403,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:42,01/04/2025 04:42,-,0.0 dias,-,-,-,-,2025-04-01 04:42:00,
1601403,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:42,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:42:00,
1601403,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:53,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601403,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:53,01/04/2025 17:54,-,0.0 dias,-,-,-,-,2025-04-01 17:53:00,
1601403,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:54,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:54:00,
1601403,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:27,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601403,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:27,03/04/2025 16:28,-,0.0 dias,-,-,-,-,2025-04-03 16:27:00,
1601403,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:28,-,-,-,-,-,-,-,2025-04-03 16:28:00,
1601405,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:31,01/04/2025 04:42,-,0.26 dias,-,-,-,-,2025-03-31 22:31:00,
1601405,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:42,01/04/2025 04:43,-,0.0 dias,-,-,-,-,2025-04-01 04:42:00,
1601405,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:43,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:43:00,
1601405,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:54,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601405,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:54,01/04/2025 17:55,-,0.0 dias,-,-,-,-,2025-04-01 17:54:00,
1601405,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:55,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:55:00,
1601405,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:28,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601405,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:28,03/04/2025 16:29,-,0.0 dias,-,-,-,-,2025-04-03 16:28:00,
1601405,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:29,-,-,-,-,-,-,-,2025-04-03 16:29:00,
1601407,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:32,01/04/2025 04:43,-,0.26 dias,-,-,-,-,2025-03-31 22:32:00,
1601407,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:43,01/04/2025 04:43,-,0.0 dias,-,-,-,-,2025-04-01 04:43:00,
1601407,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:43,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:43:00,
1601407,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:55,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601407,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:55,01/04/2025 17:55,-,0.0 dias,-,-,-,-,2025-04-01 17:55:00,
1601407,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:55,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:55:00,
1601407,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:28,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601407,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:28,03/04/2025 16:29,-,0.0 dias,-,-,-,-,2025-04-03 16:28:00,
1601407,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:29,-,-,-,-,-,-,-,2025-04-03 16:29:00,
1601409,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:32,01/04/2025 04:44,-,0.26 dias,-,-,-,-,2025-03-31 22:32:00,
1601409,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:44,01/04/2025 04:44,-,0.0 dias,-,-,-,-,2025-04-01 04:44:00,
1601409,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:44,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:44:00,
1601409,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:55,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601409,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:55,01/04/2025 17:56,-,0.0 dias,-,-,-,-,2025-04-01 17:55:00,
1601409,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:56,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:56:00,
1601409,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:29,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601409,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:29,03/04/2025 16:30,-,0.0 dias,-,-,-,-,2025-04-03 16:29:00,
1601409,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:30,-,-,-,-,-,-,-,2025-04-03 16:30:00,
1601412,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:32,01/04/2025 04:44,-,0.26 dias,-,-,-,-,2025-03-31 22:32:00,
1601412,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:44,01/04/2025 04:45,-,0.0 dias,-,-,-,-,2025-04-01 04:44:00,
1601412,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:45,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:45:00,
1601412,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:56,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601412,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:56,01/04/2025 17:57,-,0.0 dias,-,-,-,-,2025-04-01 17:56:00,
1601412,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:57,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:57:00,
1601412,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:30,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601412,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:30,03/04/2025 16:30,-,0.0 dias,-,-,-,-,2025-04-03 16:30:00,
1601412,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:30,-,-,-,-,-,-,-,2025-04-03 16:30:00,
1601414,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:33,01/04/2025 04:45,-,0.26 dias,-,-,-,-,2025-03-31 22:33:00,
1601414,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:45,01/04/2025 04:45,-,0.0 dias,-,-,-,-,2025-04-01 04:45:00,
1601414,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:45,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:45:00,
1601414,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:57,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601414,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:57,01/04/2025 17:58,-,0.0 dias,-,-,-,-,2025-04-01 17:57:00,
1601414,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:58,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:58:00,
1601414,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:30,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601414,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:30,03/04/2025 16:31,-,0.0 dias,-,-,-,-,2025-04-03 16:30:00,
1601414,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:31,30/04/2025 14:26,-,26.91 dias,-,-,-,-,2025-04-03 16:31:00,
1601414,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,30/04/2025 14:26,30/04/2025 14:26,-,0.0 dias,-,-,-,-,2025-04-30 14:26:00,
1601414,Contratos Encerrados,celiene.pinho@nava.com.br,-,30/04/2025 14:26,-,-,-,-,-,-,-,2025-04-30 14:26:00,
1601416,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:33,01/04/2025 04:46,-,0.26 dias,-,-,-,-,2025-03-31 22:33:00,
1601416,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:46,01/04/2025 04:46,-,0.0 dias,-,-,-,-,2025-04-01 04:46:00,
1601416,Erro de Importação,carlos@zapform.com.br,-,01/04/2025 04:46,01/04/2025 11:54,-,0.3 dias,-,-,-,-,2025-04-01 04:46:00,
1601416,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,01/04/2025 11:54,01/04/2025 17:58,-,0.25 dias,-,-,-,-,2025-04-01 11:54:00,
1601416,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 17:58,01/04/2025 17:58,-,0.0 dias,-,-,-,-,2025-04-01 17:58:00,
1601416,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 17:58,02/04/2025 16:45,-,0.95 dias,-,-,-,-,2025-04-01 17:58:00,
1601416,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,02/04/2025 16:45,03/04/2025 16:31,-,0.99 dias,-,-,-,-,2025-04-02 16:45:00,
1601416,Enviado para o RM (Integração),carlos@zapform.com.br,-,03/04/2025 16:31,03/04/2025 16:32,-,0.0 dias,-,-,-,-,2025-04-03 16:31:00,
1601416,Contrato Ativo,carlos@zapform.com.br,-,03/04/2025 16:32,-,-,-,-,-,-,-,2025-04-03 16:32:00,
1601418,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:34,01/04/2025 04:07,-,0.23 dias,-,-,-,-,2025-03-31 22:34:00,
1601418,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:07,01/04/2025 04:08,-,0.0 dias,-,-,-,-,2025-04-01 04:07:00,
1601418,Contrato Ativo,carlos@zapform.com.br,-,01/04/2025 04:08,-,-,-,-,-,-,-,2025-04-01 04:08:00,
1650571,Aguardando Verificação/Aprovação (NAVA),-,-,14/04/2025 16:37,28/05/2025 16:47,-,44.01 dias,-,-,-,-,2025-04-14 16:37:00,
1650571,Contrato Ativo,thais.roberta@nava.com.br,-,28/05/2025 16:47,28/05/2025 17:01,-,0.01 dias,-,-,-,-,2025-05-28 16:47:00,
1650571,Aguardando Verificação/Aprovação (NAVA),thais.roberta@nava.com.br,-,28/05/2025 17:01,28/05/2025 17:01,-,0.0 dias,-,-,-,-,2025-05-28 17:01:00,
1650571,Cancelado,thais.roberta@nava.com.br,-,28/05/2025 17:01,-,-,-,-,-,-,-,2025-05-28 17:01:00,
1601420,Aguardando Verificação/Aprovação (NAVA),-,-,31/03/2025 22:34,01/04/2025 04:47,-,0.26 dias,-,-,-,-,2025-03-31 22:34:00,
1601420,Enviado para o RM (Integração),carlos@zapform.com.br,-,01/04/2025 04:47,01/04/2025 04:48,-,0.0 dias,-,-,-,-,2025-04-01 04:47:00,
