ID do Card,Responsável,Whatsapp Nome Fornecedor,Whatsapp Número Fornecedor,Status,Data de Criação,Última Alteração,Etiquetas,Prioridade,Nome Card,Período do contrato (Meses),Dias antes do vencimento para receber fatura,Valor,Dia de vencimento,Meio de pagamento,Designação,Data de início do contrato,Cobranças avulsas,Link da card na Viabilidade,Card ID na Viabilidade,Unnamed: 20,Unnamed: 21,Unnamed: 22,
1863535,Jurídico,DCESARY - PROVEDOR DE ACESSO A INTERNET,556298158686,Contrato Ativo,30/07/2025,30/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - BRADESCO - PROJETO VSAT - 2º LOTE - PAA FLORES DE GOIAS - FLG5010022,8,10,"35,5",25,Boleto Bancário,FLG5010022,21/10/2024,[],https://app.zapform.com.br/c/726/workflow/1863428,1863428,-,,,
1601392,Jurídico,AOWIN TELECOM LTDA,558000001161,Contratos Encerrados,01/04/2025,22/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L765 - BEST CENTER TAUBATÉ EXPRESS,12,10,"149,9",25,Boleto Bancário,TTE5010534,16/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601391,1601391,-,,,
1601394,Jurídico,DEBIAN SIGNAL COMUNICACAO MULTIMIDIA LTDA,551231853400,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L676 - BEST CENTER GUARÁ EXPRESS,12,10,"109,9",30,Boleto Bancário,GTA5010224,30/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601393,1601393,-,,,
1601396,Jurídico,O.I.ADEYEYE COMERCIO,551145800819,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L493 - SUZANO,12,10,"69,9",16,Boleto Bancário,SZN5010396,15/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601395,1601395,-,,,
1601399,Jurídico,W. PINHEIRO QUADROS,559184973893,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1522 - VISEU,12,10,93,15,Boleto Bancário,VSU5010728,15/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601398,1601398,-,,,
1601401,Jurídico,ON MAIS TELECOM,558197493022,Contrato Ativo,01/04/2025,11/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - BONITO - PE - BANCO BRADESCO S.A.,12,10,"77,00",25,Boleto Bancário,BNO5011159,07/10/2024,[],https://app.zapform.com.br/c/726/workflow/1601400,1601400,-,,,
1601403,Jurídico,NELSON BAVARESCO & BAVARESCO LTDA,554236352823,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - QUERO-QUERO - BANDA LARGA / IP DEDICADO - LOJA 648 - RIO BONITO DO IGUAÇU/PR - LINK BACKUP,12,10,"119,9",15,Boleto Bancário,RBN5010008,01/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601402,1601402,-,,,
1601405,Jurídico,VIDEOMAR REDE NORDESTE S/A,553599937632,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L572 - ATIBAIA EXPRESS,12,10,"84,99",10,Boleto Bancário,AIA5010252,02/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601404,1601404,-,,,
1601407,Jurídico,NETFAST TELECOMUNICACOES E MULTIMIDIA LTDA,559591151662,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1137 - SHC RORAIMA GARDEN,12,10,"299,9",15,Boleto Bancário,BVA5140861,15/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601406,1601406,-,,,
1601409,Jurídico,INFOMENCK COMERCIO E SERVIÇOS DE TELECOMUNICAÇÃO E INFORMATICA LTDA,5511984881115,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 5489 - CARAPICUIBA EXPRESS,12,10,"99,9",27,Boleto Bancário,CIV5010305,25/05/2024,[],https://app.zapform.com.br/c/726/workflow/1601408,1601408,-,,,
1601412,Jurídico,MASTER TELECOM,558006471195,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - QUERO-QUERO - LOJA 653 - ITAPORÃ/MS - LINK PRINCIPAL,12,10,"188,67",28,Boleto Bancário,ITP5010037,05/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601410,1601410,-,,,
1601414,Jurídico,7LINK PROVEDORES LTDA,5521980773344,Contratos Encerrados,01/04/2025,30/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L369 - SHC PATIO MIX,12,10,"149,9",15,Boleto Bancário,IGI1995948,15/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601413,1601413,-,,,
1601416,Jurídico,CORPORE BARRETOS INFORMATICA SOCIEDADE UNIPESSOAL LTDA,551736120080,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L396 - SHC NORTH SHOPP BARRETOS,12,10,"79,9",15,Boleto Bancário,BRS5010265,08/11/2024,[],https://app.zapform.com.br/c/726/workflow/1601415,1601415,-,,,
1601418,Jurídico,PROVEDOR DE INTERNET DE ANAPU LTDA,559193635436,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 5493 - PACAJÁ EXPRESS - LINK BACKUP,12,10,120,27,Boleto Bancário,PCJ5010382,27/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601417,1601417,-,,,
1650571,Jurídico,PRIME SYSTEM TELECOMUNICACOES LTDA.,55658936000104,Cancelado,14/04/2025,28/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - BRADESCO - PROJETO MIGRAÇÃO VSAT - PAA CASEARA 1/3,10,10,"10,00",25,Boleto Bancário,CSZ5010012,10/01/2024,[],https://app.zapform.com.br/c/726/workflow/1650570,1650570,-,,,
1601420,Jurídico,MEGA WEB PROVIDER,558994144556,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - SAO JOAO DO PIAUI - PI - BANCO BRADESCO S.A.,12,10,300,22,Boleto Bancário,SPI5011157,21/10/2024,[],https://app.zapform.com.br/c/726/workflow/1601419,1601419,-,,,
1650574,Jurídico,PRIME SYSTEM TELECOMUNICACOES LTDA.,55441150000122,Cancelado,14/04/2025,28/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - BRADESCO - PROJETO MIGRAÇÃO VSAT - PAA CASEARA 2/3,12,10,"60,90",25,Boleto Bancário,CSZ5010012,10/01/2024,[],https://app.zapform.com.br/c/726/workflow/1650573,1650573,-,,,
1716111,Jurídico,BRSULNET TELECOM LTDA,13338689000100,Contrato Ativo,13/05/2025,13/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - BRADESCO - 220 AG. SDWAN - BANDA LARGA - UPGRADE - AG. CAXIAS DO SUL - RS,10,10,"159,9",15,Boleto Bancário,CSL5010741,06/05/2025,[],https://app.zapform.com.br/c/726/workflow/1369418,1369418,-,,,
1601424,Jurídico,JOSE R. OLIVEIRA MELO,558791344090,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - BODOCO - PE - BANCO BRADESCO S.A.,12,10,330,9,Boleto Bancário,BOO5010942,09/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601423,1601423,-,,,
1650577,Jurídico,PRIME SYSTEM TELECOMUNICACOES LTDA.,556336027007,Contrato Ativo,14/04/2025,14/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - BRADESCO - PROJETO MIGRAÇÃO VSAT - PAA CASEARA 3/3,12,10,"89,00",25,Boleto Bancário,CSZ5010012,10/01/2024,[],https://app.zapform.com.br/c/726/workflow/1650576,1650576,-,,,
1601426,Jurídico,PRONTO NET LTDA – EPP,559130754455,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - IP DEDICADO - 1227 - SHC BOSQUE GRAO PARA,12,10,500,15,Boleto Bancário,BLM5701302,15/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601425,1601425,-,,,
1601422,Jurídico,NETWAVE TELECOMUNICACOES LTDA,551131835588,Contratos Encerrados,01/04/2025,02/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 5062 - ITATIBA EXPRESS,12,10,115,24,Boleto Bancário,ITA5010157,10/07/2024,[],https://app.zapform.com.br/c/726/workflow/1601421,1601421,-,,,
1601428,Jurídico,INFOVARZ - CONECTV,553892680707,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - VARZELANDIA - MG - BANCO BRADESCO S.A.,12,10,"99,9",25,Boleto Bancário,VZN5010525,30/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601427,1601427,-,,,
1601430,Jurídico,SERGIO BARRIOS NOVIAKY,556791092664,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - CORONEL SAPUCAIA - MS - BANCO BRADESCO S.A.,12,10,100,25,Boleto Bancário,KLS5010040,12/08/2025,[],https://app.zapform.com.br/c/726/workflow/1601429,1601429,-,,,
1601432,Jurídico,JET NET COMUNICAÇÃO LTDA,5511917101085,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - IP DEDICADO - 1105 - SÃO ROQUE,12,10,500,25,Boleto Bancário,SRE5010104,15/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601431,1601431,-,,,
1601434,Jurídico,CONECTLAN INTERNET LTDA,556333115000,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1530 - SHOPPING ARAGUAIA,12,10,"99,9",25,Boleto Bancário,GUR5010058,30/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601433,1601433,-,,,
1601436,Jurídico,RAPID FIBER LTDA,554591290141,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1138 - SHC PENAPOLIS,12,10,100,25,Boleto Bancário,PNI5010063,25/07/2024,[],https://app.zapform.com.br/c/726/workflow/1601435,1601435,-,,,
1601438,Jurídico,ETECC FIBRA OPTICA TELECOM LTDA,5513996089073,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - IP DEDICADO - L467 - PERUÍBE,12,10,200,15,Boleto Bancário,PUE5010101,19/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601437,1601437,-,,,
1601440,Jurídico,LIG TECH TELECOMUNICACOES EIRELI,552231990140,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - SAO FRANCISCO DE ITABAPOANA - RJ - BANCO BRADESCO S.A.,12,10,350,28,Boleto Bancário,SFIA1930313,30/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601439,1601439,-,,,
1601442,Jurídico,WECLIX TELECOM AS,5517996319359,Contrato Ativo,01/04/2025,23/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L178 - SHC BEBEDOURO,12,10,"74,90",22,Boleto Bancário,BDO5010116,20/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601441,1601441,-,,,
1601444,Jurídico,CWMC TELECOM LTDA,5511947217622,Contratos Encerrados,01/04/2025,30/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L434 - SHC ITAQUÁ GARDEN SHOPPING,12,10,250,16,Boleto Bancário,IAQ5010216,08/04/2024,[],https://app.zapform.com.br/c/726/workflow/1601443,1601443,-,,,
1601446,Jurídico,WIRELESS DESENVOLVIMENTO DE SISTEMAS INFORMATIZADOS LTDA,551935152100,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L667 - SHC BEST VINHEDO EXPRESS,12,10,"149,9",9,Boleto Bancário,VIN5010177,10/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601445,1601445,-,,,
1601448,Jurídico,ONN TELECOMUNICACOES LTDA,5518997331883,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L203 - SHC OESTE PLAZA,12,10,"199,9",16,Boleto Bancário,ADD5010065,15/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601447,1601447,-,,,
1601450,Jurídico,INTERNET BANDA LARGA,551920423136,Contrato Ativo,01/04/2025,02/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L295 - SHC PAULINIA,8,10,"149,9",23,Boleto Bancário,PLA5010271,13/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601449,1601449,-,,,
1830827,Jurídico,VOA TELECOMUNICAÇÕES,555131919000,Contrato Ativo,14/07/2025,14/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - QUERO-QUERO - LOJA 580 - CAPELA DO SANTANA - LINK TITULAR - CQN5010011 - 40591121/0001-70,8,10,"55,96",25,Boleto Bancário,CQN5010011,22/08/2022,[],https://app.zapform.com.br/c/726/workflow/1700611,1700611,-,,,
1601452,Jurídico,HOME FIBRA TELECOM LTDA,558003042034,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1059 - SHC CIDADE SOROCABA,12,10,220,16,Boleto Bancário,SOC5011849,15/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601451,1601451,-,,,
1601454,Jurídico,SUP TELECOM,5511989701667,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L766 - BEST CENTER SANTO ANDRÉ EXPRESS,12,10,100,15,Boleto Bancário,SNE5011253,20/08/2024,[],https://app.zapform.com.br/c/726/workflow/1601453,1601453,-,,,
1601456,Jurídico,ELETRONICA BK 2009 LTDA,5524981187200,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L537 - SHC ESTACAO ITAIPAVA EXPRESS,12,10,"99,9",17,Boleto Bancário,PTS2078391,15/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601455,1601455,-,,,
1601458,Jurídico,ZAMIX MULTIPLAY TELECOMUNICAÇOES LTDA,558004262000,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1240 - SHC PARK SUL,12,10,"129,9",25,Boleto Bancário,VRD2073510,18/12/2024,[],https://app.zapform.com.br/c/726/workflow/1601457,1601457,-,,,
1601460,Jurídico,Atlanti Engenharia E Servicos Ltda,558008080821,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L670 - SHC VILLA D'OURO EXPRESS,12,10,"79,9",10,Boleto Bancário,BTV5010051,10/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601459,1601459,-,,,
1601462,Jurídico,PRO LINK,5511997612834,Contrato Ativo,01/04/2025,06/06/2025,-,Sem prioridade,PEDIDO DE REATIVAÇÃO - AMERICANAS S.A - BANDA LARGA - L985 - BEST CENTER EMBU DAS ARTES EXPRESS,10,10,"139,9",20,Boleto Bancário,EMB5010260,06/12/2024,[],https://app.zapform.com.br/c/726/workflow/1601461,1601461,-,,,
1601464,Jurídico,ZAAZ TELECOMUNICAÇÕES,5514998255508,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L763 - BEST CENTER AVARÉ EXPRESS,12,10,299,25,Boleto Bancário,AVR5010127,05/11/2024,[],https://app.zapform.com.br/c/726/workflow/1601463,1601463,-,,,
1601466,Jurídico,Talklink Comercio de Equipamentos e Servicos de Comunicacao LTDA,551935228300,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L468 - SHC RIO CLARO,12,10,"159,9",15,Boleto Bancário,RCO5010271,15/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601465,1601465,-,,,
1601468,Jurídico,WINK TELECOMUNICACOES LTDA,559286241309,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - IP DEDICADO - 1154 - SHC MANAUS VIA NORTE,12,10,225,28,Boleto Bancário,MNS5403350,10/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601467,1601467,-,,,
1601470,Jurídico,EVOLUNET PROVEDORA DE INTERNET LTDA,551931128300,Contrato Ativo,01/04/2025,14/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1357 - SHC CAMPINAS SHOPPING,12,10,"209,90",25,Boleto Bancário,CAS5015941,18/12/2024,[],https://app.zapform.com.br/c/726/workflow/1601469,1601469,-,,,
1601472,Jurídico,LINK NORTE TELECOM,556699572200,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 5346 - JACIARA EXPRESS,12,10,300,20,Boleto Bancário,JCR5010054,06/12/2024,[],https://app.zapform.com.br/c/726/workflow/1601471,1601471,-,,,
1601474,Jurídico,B R A Servicos de Comunicacao LTDA,5519993681908,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L338 - SHC VALINHOS,12,10,400,10,Boleto Bancário,VOS5010200,04/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601473,1601473,-,,,
1601476,Jurídico,HOUSENET TELECOMUNICACAO LTDA,551238931530,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L935 - ILHABELA EXPRESS,12,10,"189,9",25,Boleto Bancário,IBL5010083,25/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601475,1601475,-,,,
1601477,Jurídico,DC SILVA LTDA,558698207292,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA DHCP - 1217 - TIMON,12,10,200,25,Boleto Bancário,TMN5010207,07/11/2024,[],https://app.zapform.com.br/c/726/workflow/1274793,1274793,-,,,
1601479,Jurídico,CYBERFLY,555439083535,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - QUERO-QUERO - BANDA LARGA + IP FIXO - LOJA 306 - BOM JESUS - LINK BACKUP,12,10,247,25,Boleto Bancário,BMJ5010031,06/12/2025,[],https://app.zapform.com.br/c/726/workflow/1601478,1601478,-,,,
1601481,Jurídico,WFNET INTERNET LTDA,5515997609876,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L301 - SHC ITAPETININGA,12,10,"199,9",18,Boleto Bancário,IGA5010137,10/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601480,1601480,-,,,
1601482,Jurídico,CONNECTRONIC SERVICOS LTDA,552730100000,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - IP DEDICADO - L147 - SHC MESTRE ALVARO,12,10,299,21,Boleto Bancário,SEA5083343,21/08/2024,[],https://app.zapform.com.br/c/726/workflow/1275757,1275757,-,,,
1601484,Jurídico,PÓLUX,555596542406,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE LT1 - NOVA PALMA - RS - CONFEDERACAO DAS COOPERATIVAS DO SICREDI CONFEDERACAO,12,10,175,15,Boleto Bancário,NVM5010021,27/09/2024,[],https://app.zapform.com.br/c/726/workflow/1601483,1601483,-,,,
1601485,Jurídico,RIONET,558134953859,Contratos Encerrados,01/04/2025,02/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - IP DEDICADO - 5344 - PORTO DE GALINHAS EXPRESS,12,10,"604,2",20,Boleto Bancário,IPJ5013041,09/10/2024,[],https://app.zapform.com.br/c/726/workflow/1290428,1290428,-,,,
1601487,Jurídico,PONTNET SERVICOS DE INFORMATICA E COMERCIO LTDA,557588679981,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - WAGNER - BA - BANCO BRADESCO S.A,12,10,150,25,Boleto Bancário,WGR5010359,09/10/2024,[],https://app.zapform.com.br/c/726/workflow/1601486,1601486,-,,,
1601488,Jurídico,PLAY LINK,559984781546,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA DHCP - 5424 - PARNARAMA EXPRESS,12,10,"79,9",25,Boleto Bancário,PRM5010787,08/10/2024,[],https://app.zapform.com.br/c/726/workflow/1274792,1274792,-,,,
1601489,Jurídico,BAHIA FIBRA TELECOM - CONECT,557781458211,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - PARAMIRIM - BA - BANCO BRADESCO S.A.,12,10,300,20,Boleto Bancário,PMI5011101,17/10/2024,[],https://app.zapform.com.br/c/726/workflow/1274764,1274764,-,,,
1601490,Jurídico,LINK FIRE,559187027288,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1333 - SHC METRÓPOLE ANANINDEUA,12,10,259,25,Boleto Bancário,AIU5018585,18/12/2024,[],https://app.zapform.com.br/c/726/workflow/1274110,1274110,-,,,
1601491,Jurídico,SINAL TELECOM,557799301724,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - GUANAMBI - BA - BANCO BRADESCO S.A.,12,10,200,20,Boleto Bancário,GNB5019848,04/12/2024,[],https://app.zapform.com.br/c/726/workflow/1274755,1274755,-,,,
1601492,Jurídico,NDXNET,5521980170833,Contratos Encerrados,01/04/2025,02/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L031 - NOVA IGUAÇU,12,10,700,5,Boleto Bancário,NIU2374203,18/10/2024,[],https://app.zapform.com.br/c/726/workflow/1274719,1274719,-,,,
1601493,Jurídico,SEM LIMITE,5511942548055,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - IP DEDICADO - L422 - SHC BONSUCESSO - LINK BACKUP,12,10,700,25,Boleto Bancário,GRS5012729,03/12/2024,[],https://app.zapform.com.br/c/726/workflow/1274328,1274328,-,,,
1601494,Jurídico,FALCON TELECOM,552133846000,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - IP DEDICADO - L032 - CAMPO GRANDE RJ,12,10,380,10,Boleto Bancário,RJO60021522,08/11/2024,[],https://app.zapform.com.br/c/726/workflow/1274783,1274783,-,,,
1601495,Jurídico,UR - TELECOM,557399854972,Contratos Encerrados,01/04/2025,16/06/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - URUCUCA - BA - BANCO BRADESCO S.A.,12,10,200,25,Boleto Bancário,UUU5011105,24/10/2024,[],https://app.zapform.com.br/c/726/workflow/1274774,1274774,-,,,
1601496,Jurídico,SITEL TELECOM,5519935001391,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L677 - BEST CENTER HORTOLÂNDIA EXPRESS,12,10,"299,99",25,Boleto Bancário,HORT5010707,19/11/2024,[],https://app.zapform.com.br/c/726/workflow/1287734,1287734,-,,,
1601497,Jurídico,WEBEX TELECOM,558393754544,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - ENERGISA - IP DEDICADO /32 - ENERGISA PARAIBA DISTRIBUIDORA DE ENERGIA S.A. - MULUNGU,12,10,100,15,Boleto Bancário,MUL5010305,29/11/2024,[],https://app.zapform.com.br/c/726/workflow/1277653,1277653,-,,,
1601498,Jurídico,LLI PROVEDOR INTERNET LTDA (HOLISTICA),557488313021,Contratos Encerrados,01/04/2025,31/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE - SOUTO SOARES - BA - BANCO BRADESCO S.A.,12,10,400,12,Boleto Bancário,SUT5010403,20/01/2025,[],https://app.zapform.com.br/c/726/workflow/1274771,1274771,-,,,
1601499,Jurídico,PHS SCM - SERVICOS DE COMUNICACAO MULTIMIDIA LTDA,554488030404,Cancelado,01/04/2025,05/06/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - COCAMAR - IP DEDICADO /30 - TAPIRA,12,10,"859,99",10,Boleto Bancário,TPR5010005,18/12/2024,[],https://app.zapform.com.br/c/726/workflow/1274109,1274109,-,,,
1601500,Jurídico,MASTER FIBRA,556392822928,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE LT1 - XAMBIOA - TO - MUNICIPIO DE XAMBIOA,12,10,150,25,Boleto Bancário,XMA5010016,26/11/2024,[],https://app.zapform.com.br/c/726/workflow/1275585,1275585,-,,,
1601501,Jurídico,STARCAMP SERVICOS EM TELECOMUNICACOES LTDA.,5519982058848,Contrato Ativo,01/04/2025,03/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L695 - FLÓRIDA CENTER EXPRESS,12,10,"289,9",25,Boleto Bancário,CAS5015943,25/11/2024,[],https://app.zapform.com.br/c/726/workflow/1274717,1274717,-,,,
1601502,Jurídico,CONEXX TELECOMUNICACOES LTDA,5511976708566,Contrato Ativo,01/04/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L264 - SHC SUZANO,12,10,550,25,Boleto Bancário,SZN5010402,25/11/2024,[],https://app.zapform.com.br/c/726/workflow/1274692,1274692,-,,,
